Status Toko,Kategori Utama,Sub Kategori,Jenis Produk,Persentase Biaya,,,,,,,,,,,,,,,
Star/Star+,Kesehatan,Suplemen Makanan,Diet & Detoks,9,,,,,,,,,,,,,,,
Star/Star+,Kesehatan,Suplemen Makanan, Suplemen Kecantikan,9,,,,,,,,,,,,,,,
Star/Star+,Kesehatan,Suplemen Makanan, Kebugaran,9,,,,,,,,,,,,,,,
Star/Star+,Kesehatan,Suplemen Makanan, Kesejahteraan,9,,,,,,,,,,,,,,,
Star/Star+,Kesehatan,Suplemen Makanan, Suplemen Makanan Lainnya,9,,,,,,,,,,,,,,,
Star/Star+,Kesehatan,Kesehatan Lainnya,Kesehatan Lainnya,9,,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Makanan Ringan,Permen,"9,5",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Makanan Ringan,Cokelat,"9,5",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Bahan Pokok,Buah Kaleng,"9,5",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Bahan Pokok, Daging Kaleng,"9,5",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Bahan Pokok, Seafood Kaleng,"9,5",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Bahan Pokok, Sayur Kaleng,"9,5",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Bahan Pokok, Sup Kaleng,"9,5",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Bahan Pokok, Makanan Kaleng Lainnya,"9,5",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Minuman,Kopi,"9,5",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Minuman, Teh,"9,5",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Minuman, Minuman Cokelat,"9,5",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Minuman, Minuman Energi & Isotonik,"9,5",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Minuman, Air Mineral,"9,5",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Minuman, Jus & Sirup,"9,5",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Minuman, Cordial & Sirup,"9,5",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Minuman, Minuman Bersoda,"9,5",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Minuman, Minuman Bubuk Instan,"9,5",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Minuman, Minuman Pencuci Mulut,"9,5",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Minuman, Minuman Tradisional & Herbal,"9,5",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Minuman, Topping Minuman,"9,5",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Minuman, Susu Non-Dairy,"9,5",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Minuman, Minuman Lainnya,"9,5",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Minuman Alkohol,Bir & Cider,"9,5",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Minuman Alkohol,Wine & Champagne,"9,5",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Minuman Alkohol,Liquor & Spirits,"9,5",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Minuman Alkohol,"Sake, Soju, & Umeshu","9,5",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Minuman Alkohol,Minuman Alkohol Lainnya,"9,5",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Set Hadiah & Hampers,Set Hadiah & Hampers,"9,5",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Makanan Instan,Makanan Siap Saji,9,,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Makanan Instan, Nasi & Bubur Instan,9,,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Makanan Instan, Hotpot Instan,9,,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Makanan Instan, Mie & Pasta Instan,9,,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Makanan Instan, Makanan Instan Lainnya,9,,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Roti & Kue,Roti,9,,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Roti & Kue,Kue & Pie,9,,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Roti & Kue,Pastry,9,,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Roti & Kue,Roti & Kue Lainnya,9,,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Susu & Olahan,Susu Segar,"8,25",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Susu & Olahan, Susu UHT,"8,25",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Susu & Olahan, Susu Kental Manis & Evaporasi,"8,25",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Susu & Olahan, Susu Bubuk,"8,25",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Susu & Olahan, Yoghurt,"8,25",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Susu & Olahan, Krimer,"8,25",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Susu & Olahan, Mentega & Margarin,"8,25",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Susu & Olahan, Keju,"8,25",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Susu & Olahan, Tahu,"8,25",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Susu & Olahan, Susu & Olahan Lainnya,"8,25",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Susu & Olahan, Susu Lainnya,"8,25",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Bahan Baking,Tepung Premix Instan,"6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Bahan Baking, Tepung,"6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Bahan Baking, Penyedap Kue,"6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Bahan Baking, Baking Powder & Soda Kue,"6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Bahan Baking, Bahan Baking Lainnya,"6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Bahan Baking, Pewarna Makanan,"6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Bahan Baking, Bahan Dekorasi Kue,"6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Bahan Pokok,Biji-bijian & Kacang-kacangan,"6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Bahan Pokok, Seafood Kering,"6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Bahan Pokok, Makanan Herbal & Tradisional,"6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Bahan Pokok, Mie,"6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Bahan Pokok, Beras,"6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Bahan Pokok, Pasta,"6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Bahan Pokok, Acar Sayuran,"6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Bahan Pokok, Makanan Kering Lainnya,"6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Bahan Pokok, Bahan Pokok Lainnya,"6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Kebutuhan Memasak,Minyak,"6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Kebutuhan Memasak, Lada,"6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Kebutuhan Memasak, Garam,"6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Kebutuhan Memasak, Rempah-rempah,"6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Kebutuhan Memasak, Kecap & Saus Lainnya,"6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Kebutuhan Memasak, Dressing,"6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Kebutuhan Memasak, Saus Cabai & Sambal,"6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Kebutuhan Memasak, Cuka,"6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Kebutuhan Memasak, Anggur Masak,"6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Kebutuhan Memasak, Gula,"6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Kebutuhan Memasak, Pemanis,"6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Kebutuhan Memasak, Penambah Rasa,"6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Kebutuhan Memasak, Tepung Bumbu,"6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Kebutuhan Memasak, Bumbu Masak Lainnya,"6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Kebutuhan Memasak, Kebutuhan Memasak Lainnya,"6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Kebutuhan Memasak, Kaldu,"6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Kebutuhan Memasak, Saus & Sup Instan,"6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Kebutuhan Memasak, Bumbu Masak Instan,"6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Makanan Segar & Beku,Daging Sapi,"6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Makanan Segar & Beku, Daging Ayam,"6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Makanan Segar & Beku, Daging Babi,"6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Makanan Segar & Beku, Daging Kambing,"6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Makanan Segar & Beku, Ikan,"6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Makanan Segar & Beku, Udang,"6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Makanan Segar & Beku, Kepiting,"6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Makanan Segar & Beku, Daging Vegetarian,"6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Makanan Segar & Beku, Kol & Kubis,"6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Makanan Segar & Beku, Rempah Segar,"6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Makanan Segar & Beku, Sayuran Daun,"6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Makanan Segar & Beku, Terong & Labu,"6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Makanan Segar & Beku, Brokoli & Kembang Kol,"6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Makanan Segar & Beku, Cabai & Paprika,"6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Makanan Segar & Beku, Bawang & Jahe,"6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Makanan Segar & Beku, Kacang-kacangan & Jagung,"6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Makanan Segar & Beku, Umbi-umbian & Sayuran Batang,"6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Makanan Segar & Beku, Kecambah,"6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Makanan Segar & Beku, Sayuran Salad,"6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Makanan Segar & Beku, Sayur Potong & Paket Aneka Sayur,"6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Makanan Segar & Beku, Sayuran Lainnya,"6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Makanan Segar & Beku, Apel & Pir,"6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Makanan Segar & Beku, Pisang,"6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Makanan Segar & Beku, Buah Beri,"6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Makanan Segar & Beku, Jeruk,"6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Makanan Segar & Beku, Lemon & Limau,"6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Makanan Segar & Beku, Anggur,"6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Makanan Segar & Beku, Melon & Semangka,"6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Makanan Segar & Beku,"Buah Berbiji Tengah (Alpukat, Kurma, Ceri, dll)","6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Makanan Segar & Beku, Buah Tropis & Eksotis,"6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Makanan Segar & Beku, Buah Potong & Paket Aneka Buah,"6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Makanan Segar & Beku, Buah Lainnya,"6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Makanan Segar & Beku, Jamur,"6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Makanan Segar & Beku, Makanan Beku Olahan,"6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Makanan Segar & Beku, Daging & Seafood Beku,"6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Makanan Segar & Beku, Daging Lainnya,"6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Makanan Segar & Beku, Makanan Segar & Beku Lainnya,"6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Makanan Segar & Beku, Seafood Lainnya,"6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Menu Sarapan,Madu & Olesan,"6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Menu Sarapan,Selai & Olesan,"6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Menu Sarapan,Sereal,"6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Menu Sarapan,Granola & Oat,"6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Menu Sarapan,Bar Sereal,"6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Menu Sarapan,Menu Sarapan Lainnya,"6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Susu & Olahan,Es Krim,"6,75",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Susu & Olahan,Telur,"6,5",,,,,,,,,,,,,,,
Star/Star+,Makanan & Minuman,Makanan & Minuman Lainnya,Makanan & Minuman Lainnya,"9,5",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Alat Kecantikan,Aksesoris Make Up Lainnya,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Alat Kecantikan, Kapas,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Alat Kecantikan, Tas Make Up,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Alat Kecantikan, Kaca / Cermin,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Alat Kecantikan, Pembersih Make Up Brush,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Alat Kecantikan, Make Up Brush,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Alat Kecantikan, Make Up Sponge & Applicator,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Alat Kecantikan, Penjepit Bulu Mata,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Alat Kecantikan, Eyebrow Template,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Alat Kecantikan, Bulu Mata Palsu,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Alat Kecantikan, Skot Mata,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Alat Kecantikan, Rautan,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Alat Kecantikan, Facial Steamer,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Alat Kecantikan, Alat Pelangsing & Pijat Wajah,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Alat Kecantikan, Alat Pembersih Wajah,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Alat Kecantikan, Alat Perawatan Wajah Lainnya,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Alat Kecantikan, Alat Pelangsing Tubuh,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Alat Kecantikan, Alat Penghilang Bulu Rambut,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Alat Kecantikan, Sisir,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Alat Kecantikan, Hair Dryer,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Alat Kecantikan, Peralatan Styling Rambut,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Alat Kecantikan, Alat Styling Heatless,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Alat Kecantikan, Alat Rambut Lainnya,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Alat Kecantikan, Alat Kecantikan Lainnya,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Kosmetik,Make Up Base & Primer,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Kosmetik, Foundation,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Kosmetik, BB & CC Cream,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Kosmetik, Bedak,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Kosmetik, Concealer & Corrector,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Kosmetik, Bronzer,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Kosmetik, Contour & Highlighter,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Kosmetik, Setting & Finishing Spray,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Kosmetik, Blush,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Kosmetik, Kosmetik Wajah Lainnya,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Kosmetik, Eyeshadow,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Kosmetik, Primer Mata,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Kosmetik, Eyeliner,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Kosmetik, Maskara,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Kosmetik, Eyebrow,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Kosmetik, Kosmetik Mata Lainnya,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Kosmetik, Lipstik,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Kosmetik, Lip Gloss,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Kosmetik, Lip Liner,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Kosmetik, Lip Tint,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Kosmetik, Lip Plumper,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Kosmetik, Kosmetik Bibir Lainnya,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Kosmetik, Pembersih Make Up,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Kosmetik, Kosmetik Lainnya,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Paket & Set Kecantikan,Paket & Set Kecantikan,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Parfum & Wewangian,Parfum & Wewangian,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Perawatan Pria,Perawatan Tubuh,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Perawatan Pria, Pembersih Wajah,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Perawatan Pria, Pelembab & Treatment,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Perawatan Pria, Perawatan Setelah Bercukur,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Perawatan Pria, Cream,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Perawatan Pria, Foam & Gel,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Perawatan Pria, Pisau Cukur,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Perawatan Pria, Alat Cukur,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Perawatan Pria, Sikat Cukur,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Perawatan Pria, Trimmers,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Perawatan Pria, Gunting & Groomer Multi-fungsi,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Perawatan Pria, Aksesoris Cukur,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Perawatan Pria, Perawatan Rambut,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Perawatan Pria, Perawatan Pria Lainnya,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Perawatan Pria, Perawatan Wajah Lainnya,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Perawatan Pria, Shaving & Grooming Lainnya,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Perawatan Rambut,Shampo,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Perawatan Rambut, Pewarna Rambut,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Perawatan Rambut, Treatment Rambut,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Perawatan Rambut, Kondisioner Rambut dan Kulit Kepala,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Perawatan Rambut, Hair Styling,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Perawatan Rambut, Perawatan Rambut Lainnya,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,"Perawatan Tangan, Kaki & Kuku",Masker Tangan,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,"Perawatan Tangan, Kaki & Kuku", Lotion,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,"Perawatan Tangan, Kaki & Kuku", Cream & Scrub,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,"Perawatan Tangan, Kaki & Kuku", Sabun Cuci Tangan,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,"Perawatan Tangan, Kaki & Kuku", Perawatan Tangan Lainnya,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,"Perawatan Tangan, Kaki & Kuku", Deodoran Kaki,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,"Perawatan Tangan, Kaki & Kuku", Masker Kaki,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,"Perawatan Tangan, Kaki & Kuku", Lotion,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,"Perawatan Tangan, Kaki & Kuku", Cream & Scrub,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,"Perawatan Tangan, Kaki & Kuku", Perawatan Kaki Lainnya,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,"Perawatan Tangan, Kaki & Kuku", Base & Top Coat,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,"Perawatan Tangan, Kaki & Kuku", Cat Kuku,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,"Perawatan Tangan, Kaki & Kuku", Pembersih Cat Kuku,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,"Perawatan Tangan, Kaki & Kuku", Treatment Kuku,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,"Perawatan Tangan, Kaki & Kuku", Kuku Palsu,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,"Perawatan Tangan, Kaki & Kuku", Nail Art & Sticker,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,"Perawatan Tangan, Kaki & Kuku", Alat & Mesin Manicure,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,"Perawatan Tangan, Kaki & Kuku", Perawatan Kuku Lainnya,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,"Perawatan Tangan, Kaki & Kuku", Perawatan Tangan,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,"Perawatan Tangan, Kaki & Kuku", Kaki & Kuku Lainnya,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Perawatan Tubuh,Sabun Mandi,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Perawatan Tubuh, Scrub & Peel Tubuh,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Perawatan Tubuh, Masker Tubuh,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Perawatan Tubuh, Minyak Tubuh,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Perawatan Tubuh, Body Cream,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Perawatan Tubuh, Body Lotion & Body Butter,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Perawatan Tubuh, Deodoran,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Perawatan Tubuh, Minyak Pijat,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Perawatan Tubuh, Cream & Wax Penghilang Bulu Rambut,"8,25",,,,,,,,,,,,,,,
Star/Star+,Perawatan & Kecantikan,Perawatan Tubuh, Sunscreen & Aftersun Tubuh,"8,25",,,,,,,,,,,,,,,
